id,level,type,arabic_text,korean_meaning,root,form,pattern,gender,phrase_components,singular_form,sentence_analysis,cefr
11946,4,vocabulary,عصم,기본형,ع-ص-م,1,فَعَلَ,,,,,B1
11947,4,vocabulary,عضه,기본형,ع-ض-ه,1,فَعَلَ,,,,,B1
11948,4,vocabulary,عطت,기본형,ع-ط-ت,1,فَعَلَ,,,,,B1
11949,4,vocabulary,عطل,기본형,ع-ط-ل,1,فَعَلَ,,,,,B1
11950,4,vocabulary,عقب,기본형,ع-ق-ب,1,فَعَلَ,,,,,B1
11951,4,vocabulary,عقل,기본형,ع-ق-ل,1,فَعَلَ,,,,,B1
11952,4,vocabulary,عل,기본형,ع-ل-,1,فَعَلَ,,,,,B1
11953,4,vocabulary,علق,기본형,ع-ل-ق,1,فَعَلَ,,,,,B1
11954,4,vocabulary,عَلِمَ,기본형,ع-ل-م,1,فَعَلَ,,,,,B1
11955,4,vocabulary,عَلَّمَ,사동/강조,ع-ل-م,2,فَعَّلَ,,,,,B1
11956,4,vocabulary,علن,기본형,ع-ل-ن,1,فَعَلَ,,,,,B1
11957,4,vocabulary,علو,기본형,ع-ل-و,1,فَعَلَ,,,,,B1
11958,4,vocabulary,عمر,기본형,ع-م-ر,1,فَعَلَ,,,,,B1
11959,4,vocabulary,عَمِلَ,기본형,ع-م-ل,1,فَعَلَ,,,,,B1
11960,4,vocabulary,عَمَّلَ,사동/강조,ع-م-ل,2,فَعَّلَ,,,,,B1
11961,4,vocabulary,عمن,기본형,ع-م-ن,1,فَعَلَ,,,,,B1
11962,4,vocabulary,عنت,기본형,ع-ن-ت,1,فَعَلَ,,,,,B1
11963,4,vocabulary,عند,기본형,ع-ن-د,1,فَعَلَ,,,,,B1
11964,4,vocabulary,عنه,기본형,ع-ن-ه,1,فَعَلَ,,,,,B1
11965,4,vocabulary,غرب,기본형,غ-ر-ب,1,فَعَلَ,,,,,B1
11966,4,vocabulary,غرف,기본형,غ-ر-ف,1,فَعَلَ,,,,,B1
11967,4,vocabulary,غسل,기본형,غ-س-ل,1,فَعَلَ,,,,,B1
11968,4,vocabulary,غضب,기본형,غ-ض-ب,1,فَعَلَ,,,,,B1
11969,4,vocabulary,غفر,기본형,غ-ف-ر,1,فَعَلَ,,,,,B1
11970,4,vocabulary,غلق,기본형,غ-ل-ق,1,فَعَلَ,,,,,B1
11971,4,vocabulary,غنء,기본형,غ-ن-ء,1,فَعَلَ,,,,,B1
11972,4,vocabulary,غنم,기본형,غ-ن-م,1,فَعَلَ,,,,,B1
11973,4,vocabulary,فتت,기본형,ف-ت-ت,1,فَعَلَ,,,,,B1
11974,4,vocabulary,فتح,기본형,ف-ت-ح,1,فَعَلَ,,,,,B1
11975,4,vocabulary,فتر,기본형,ف-ت-ر,1,فَعَلَ,,,,,B1
11976,4,vocabulary,فدت,기본형,ف-د-ت,1,فَعَلَ,,,,,B1
11977,4,vocabulary,فرح,기본형,ف-ر-ح,1,فَعَلَ,,,,,B1
11978,4,vocabulary,فرد,기본형,ف-ر-د,1,فَعَلَ,,,,,B1
11979,4,vocabulary,فرش,기본형,ف-ر-ش,1,فَعَلَ,,,,,B1
11980,4,vocabulary,فرص,기본형,ف-ر-ص,1,فَعَلَ,,,,,B1
11981,4,vocabulary,فَرَقَ,기본형,ف-ر-ق,1,فَعَلَ,,,,,B1
11982,4,vocabulary,فَرَّقَ,사동/강조,ف-ر-ق,2,فَعَّلَ,,,,,B1
11983,4,vocabulary,فسد,기본형,ف-س-د,1,فَعَلَ,,,,,B1
11984,4,vocabulary,فسر,기본형,ف-س-ر,1,فَعَلَ,,,,,B1
11985,4,vocabulary,فسه,기본형,ف-س-ه,1,فَعَلَ,,,,,B1
11986,4,vocabulary,فصل,기본형,ف-ص-ل,1,فَعَلَ,,,,,B1
11987,4,vocabulary,فضل,기본형,ف-ض-ل,1,فَعَلَ,,,,,B1
11988,4,vocabulary,فطر,기본형,ف-ط-ر,1,فَعَلَ,,,,,B1
11989,4,vocabulary,فكر,기본형,ف-ك-ر,1,فَعَلَ,,,,,B1
11990,4,vocabulary,فند,기본형,ف-ن-د,1,فَعَلَ,,,,,B1
11991,4,vocabulary,فَهِمَ,기본형,ف-ه-م,1,فَعَلَ,,,,,B1
11992,4,vocabulary,فَهَّمَ,사동/강조,ف-ه-م,2,فَعَّلَ,,,,,B1
11993,4,vocabulary,قءد,기본형,ق-ء-د,1,فَعَلَ,,,,,B1
11994,4,vocabulary,قبل,기본형,ق-ب-ل,1,فَعَلَ,,,,,B1
11995,4,vocabulary,قتل,기본형,ق-ت-ل,1,فَعَلَ,,,,,B1
11996,4,vocabulary,قدر,기본형,ق-د-ر,1,فَعَلَ,,,,,B1
11997,4,vocabulary,قدس,기본형,ق-د-س,1,فَعَلَ,,,,,B1
11998,4,vocabulary,قدم,기본형,ق-د-م,1,فَعَلَ,,,,,B1
11999,4,vocabulary,قرء,기본형,ق-ر-ء,1,فَعَلَ,,,,,B1
12000,4,vocabulary,قَرَأَ,기본형,ق-ر-أ,1,فَعَلَ,,,,,B1
12001,4,vocabulary,قرب,기본형,ق-ر-ب,1,فَعَلَ,,,,,B1
12002,4,vocabulary,قرت,기본형,ق-ر-ت,1,فَعَلَ,,,,,B1
12003,4,vocabulary,قرر,기본형,ق-ر-ر,1,فَعَلَ,,,,,B1
12004,4,vocabulary,قسم,기본형,ق-س-م,1,فَعَلَ,,,,,B1
12005,4,vocabulary,قصر,기본형,ق-ص-ر,1,فَعَلَ,,,,,B1
12006,4,vocabulary,قطر,기본형,ق-ط-ر,1,فَعَلَ,,,,,B1
12007,4,vocabulary,قطع,기본형,ق-ط-ع,1,فَعَلَ,,,,,B1
12008,4,vocabulary,قظت,기본형,ق-ظ-ت,1,فَعَلَ,,,,,B1
12009,4,vocabulary,قعد,기본형,ق-ع-د,1,فَعَلَ,,,,,B1
12010,4,vocabulary,قلق,기본형,ق-ل-ق,1,فَعَلَ,,,,,B1
12011,4,vocabulary,قلم,기본형,ق-ل-م,1,فَعَلَ,,,,,B1
12012,4,vocabulary,قمت,기본형,ق-م-ت,1,فَعَلَ,,,,,B1
12013,4,vocabulary,قول,기본형,ق-و-ل,1,فَعَلَ,,,,,B1
12014,4,vocabulary,قوي,기본형,ق-و-ي,1,فَعَلَ,,,,,B1
12015,4,vocabulary,كبر,기본형,ك-ب-ر,1,فَعَلَ,,,,,B1
12016,4,vocabulary,كَتَبَ,기본형,ك-ت-ب,1,فَعَلَ,,,,,B1
12017,4,vocabulary,كَتَّبَ,사동/강조,ك-ت-ب,2,فَعَّلَ,,,,,B1
12018,4,vocabulary,كتس,기본형,ك-ت-س,1,فَعَلَ,,,,,B1
12019,4,vocabulary,كحل,기본형,ك-ح-ل,1,فَعَلَ,,,,,B1
12020,4,vocabulary,كرة,기본형,ك-ر-ة,1,فَعَلَ,,,,,B1
12021,4,vocabulary,كرس,기본형,ك-ر-س,1,فَعَلَ,,,,,B1
12022,4,vocabulary,كره,기본형,ك-ر-ه,1,فَعَلَ,,,,,B1
12023,4,vocabulary,كسر,기본형,ك-س-ر,1,فَعَلَ,,,,,B1
12024,4,vocabulary,كشر,기본형,ك-ش-ر,1,فَعَلَ,,,,,B1
12025,4,vocabulary,كلب,기본형,ك-ل-ب,1,فَعَلَ,,,,,B1
12026,4,vocabulary,كلم,기본형,ك-ل-م,1,فَعَلَ,,,,,B1
12027,4,vocabulary,كمء,기본형,ك-م-ء,1,فَعَلَ,,,,,B1
12028,4,vocabulary,كمل,기본형,ك-م-ل,1,فَعَلَ,,,,,B1
12029,4,vocabulary,كنت,기본형,ك-ن-ت,1,فَعَلَ,,,,,B1
12030,4,vocabulary,كون,기본형,ك-و-ن,1,فَعَلَ,,,,,B1
12031,4,vocabulary,لتد,기본형,ل-ت-د,1,فَعَلَ,,,,,B1
12032,4,vocabulary,لتف,기본형,ل-ت-ف,1,فَعَلَ,,,,,B1
12033,4,vocabulary,لجد,기본형,ل-ج-د,1,فَعَلَ,,,,,B1
12034,4,vocabulary,لحص,기본형,ل-ح-ص,1,فَعَلَ,,,,,B1
12035,4,vocabulary,لحف,기본형,ل-ح-ف,1,فَعَلَ,,,,,B1
12036,4,vocabulary,لدر,기본형,ل-د-ر,1,فَعَلَ,,,,,B1
12037,4,vocabulary,لذن,기본형,ل-ذ-ن,1,فَعَلَ,,,,,B1
12038,4,vocabulary,لسن,기본형,ل-س-ن,1,فَعَلَ,,,,,B1
12039,4,vocabulary,لصف,기본형,ل-ص-ف,1,فَعَلَ,,,,,B1
12040,4,vocabulary,لضف,기본형,ل-ض-ف,1,فَعَلَ,,,,,B1
12041,4,vocabulary,لطر,기본형,ل-ط-ر,1,فَعَلَ,,,,,B1
12042,4,vocabulary,لعب,기본형,ل-ع-ب,1,فَعَلَ,,,,,B1
12043,4,vocabulary,لعل,기본형,ل-ع-ل,1,فَعَلَ,,,,,B1
12044,4,vocabulary,لغر,기본형,ل-غ-ر,1,فَعَلَ,,,,,B1
12045,4,vocabulary,لمب,기본형,ل-م-ب,1,فَعَلَ,,,,,B1
12046,4,vocabulary,لمت,기본형,ل-م-ت,1,فَعَلَ,,,,,B1
12047,4,vocabulary,لنص,기본형,ل-ن-ص,1,فَعَلَ,,,,,B1
12048,4,vocabulary,لهم,기본형,ل-ه-م,1,فَعَلَ,,,,,B1
12049,4,vocabulary,مءة,기본형,م-ء-ة,1,فَعَلَ,,,,,B1
12050,4,vocabulary,مءد,기본형,م-ء-د,1,فَعَلَ,,,,,B1
12051,4,vocabulary,مبر,기본형,م-ب-ر,1,فَعَلَ,,,,,B1
12052,4,vocabulary,متج,기본형,م-ت-ج,1,فَعَلَ,,,,,B1
12053,4,vocabulary,متح,기본형,م-ت-ح,1,فَعَلَ,,,,,B1
12054,4,vocabulary,متس,기본형,م-ت-س,1,فَعَلَ,,,,,B1
12055,4,vocabulary,متع,기본형,م-ت-ع,1,فَعَلَ,,,,,B1
12056,4,vocabulary,متق,기본형,م-ت-ق,1,فَعَلَ,,,,,B1
12057,4,vocabulary,مثل,기본형,م-ث-ل,1,فَعَلَ,,,,,B1
12058,4,vocabulary,مجت,기본형,م-ج-ت,1,فَعَلَ,,,,,B1
12059,4,vocabulary,مجس,기본형,م-ج-س,1,فَعَلَ,,,,,B1
12060,4,vocabulary,محط,기본형,م-ح-ط,1,فَعَلَ,,,,,B1
12061,4,vocabulary,محم,기본형,م-ح-م,1,فَعَلَ,,,,,B1
12062,4,vocabulary,مدة,기본형,م-د-ة,1,فَعَلَ,,,,,B1
12063,4,vocabulary,مدر,기본형,م-د-ر,1,فَعَلَ,,,,,B1
12064,4,vocabulary,مدن,기본형,م-د-ن,1,فَعَلَ,,,,,B1
12065,4,vocabulary,مرت,기본형,م-ر-ت,1,فَعَلَ,,,,,B1
12066,4,vocabulary,مرس,기본형,م-ر-س,1,فَعَلَ,,,,,B1
12067,4,vocabulary,مرض,기본형,م-ر-ض,1,فَعَلَ,,,,,B1
12068,4,vocabulary,مرك,기본형,م-ر-ك,1,فَعَلَ,,,,,B1
12069,4,vocabulary,مست,기본형,م-س-ت,1,فَعَلَ,,,,,B1
12070,4,vocabulary,مسج,기본형,م-س-ج,1,فَعَلَ,,,,,B1
12071,4,vocabulary,مشج,기본형,م-ش-ج,1,فَعَلَ,,,,,B1
12072,4,vocabulary,مشه,기본형,م-ش-ه,1,فَعَلَ,,,,,B1
12073,4,vocabulary,مشى,기본형,م-ش-ى,1,فَعَلَ,,,,,B1
12074,4,vocabulary,مصر,기본형,م-ص-ر,1,فَعَلَ,,,,,B1
12075,4,vocabulary,مصط,기본형,م-ص-ط,1,فَعَلَ,,,,,B1
12076,4,vocabulary,مصن,기본형,م-ص-ن,1,فَعَلَ,,,,,B1
12077,4,vocabulary,مطع,기본형,م-ط-ع,1,فَعَلَ,,,,,B1
12078,4,vocabulary,مظف,기본형,م-ظ-ف,1,فَعَلَ,,,,,B1
12079,4,vocabulary,معت,기본형,م-ع-ت,1,فَعَلَ,,,,,B1
12080,4,vocabulary,معر,기본형,م-ع-ر,1,فَعَلَ,,,,,B1
12081,4,vocabulary,مفض,기본형,م-ف-ض,1,فَعَلَ,,,,,B1
12082,4,vocabulary,مفق,기본형,م-ف-ق,1,فَعَلَ,,,,,B1
12083,4,vocabulary,مقب,기본형,م-ق-ب,1,فَعَلَ,,,,,B1
12084,4,vocabulary,مكة,기본형,م-ك-ة,1,فَعَلَ,,,,,B1
12085,4,vocabulary,مكت,기본형,م-ك-ت,1,فَعَلَ,,,,,B1
12086,4,vocabulary,مكل,기본형,م-ك-ل,1,فَعَلَ,,,,,B1
12087,4,vocabulary,مكن,기본형,م-ك-ن,1,فَعَلَ,,,,,B1
12088,4,vocabulary,ملع,기본형,م-ل-ع,1,فَعَلَ,,,,,B1
12089,4,vocabulary,مم,기본형,م-م-,1,فَعَلَ,,,,,B1
12090,4,vocabulary,منح,기본형,م-ن-ح,1,فَعَلَ,,,,,B1
12091,4,vocabulary,منع,기본형,م-ن-ع,1,فَعَلَ,,,,,B1
12092,4,vocabulary,منه,기본형,م-ن-ه,1,فَعَلَ,,,,,B1
12093,4,vocabulary,مهر,기본형,م-ه-ر,1,فَعَلَ,,,,,B1
12094,4,vocabulary,مهن,기본형,م-ه-ن,1,فَعَلَ,,,,,B1
12095,4,vocabulary,موت,기본형,م-و-ت,1,فَعَلَ,,,,,B1
12096,4,vocabulary,ن ل,기본형,ن- -ل,1,فَعَلَ,,,,,B1
12097,4,vocabulary,نتخ,기본형,ن-ت-خ,1,فَعَلَ,,,,,B1
12098,4,vocabulary,نتش,기본형,ن-ت-ش,1,فَعَلَ,,,,,B1
12099,4,vocabulary,نتظ,기본형,ن-ت-ظ,1,فَعَلَ,,,,,B1
12100,4,vocabulary,نتق,기본형,ن-ت-ق,1,فَعَلَ,,,,,B1
12101,4,vocabulary,نتم,기본형,ن-ت-م,1,فَعَلَ,,,,,B1
12102,4,vocabulary,نته,기본형,ن-ت-ه,1,فَعَلَ,,,,,B1
12103,4,vocabulary,نجح,기본형,ن-ج-ح,1,فَعَلَ,,,,,B1
12104,4,vocabulary,نحل,기본형,ن-ح-ل,1,فَعَلَ,,,,,B1
12105,4,vocabulary,نحن,기본형,ن-ح-ن,1,فَعَلَ,,,,,B1
12106,4,vocabulary,ندق,기본형,ن-د-ق,1,فَعَلَ,,,,,B1
12107,4,vocabulary,نزع,기본형,ن-ز-ع,1,فَعَلَ,,,,,B1
12108,4,vocabulary,نزل,기본형,ن-ز-ل,1,فَعَلَ,,,,,B1
12109,4,vocabulary,نسب,기본형,ن-س-ب,1,فَعَلَ,,,,,B1
12110,4,vocabulary,نسي,기본형,ن-س-ي,1,فَعَلَ,,,,,B1
12111,4,vocabulary,نشر,기본형,ن-ش-ر,1,فَعَلَ,,,,,B1
12112,4,vocabulary,نصر,기본형,ن-ص-ر,1,فَعَلَ,,,,,B1
12113,4,vocabulary,نصف,기본형,ن-ص-ف,1,فَعَلَ,,,,,B1
12114,4,vocabulary,نضم,기본형,ن-ض-م,1,فَعَلَ,,,,,B1
12115,4,vocabulary,نطق,기본형,ن-ط-ق,1,فَعَلَ,,,,,B1
12116,4,vocabulary,نظر,기본형,ن-ظ-ر,1,فَعَلَ,,,,,B1
12117,4,vocabulary,نعق,기본형,ن-ع-ق,1,فَعَلَ,,,,,B1
12118,4,vocabulary,نفس,기본형,ن-ف-س,1,فَعَلَ,,,,,B1
12119,4,vocabulary,نقط,기본형,ن-ق-ط,1,فَعَلَ,,,,,B1
12120,4,vocabulary,نقل,기본형,ن-ق-ل,1,فَعَلَ,,,,,B1
12121,4,vocabulary,نكس,기본형,ن-ك-س,1,فَعَلَ,,,,,B1
12122,4,vocabulary,نلت,기본형,ن-ل-ت,1,فَعَلَ,,,,,B1
12123,4,vocabulary,نمت,기본형,ن-م-ت,1,فَعَلَ,,,,,B1
12124,4,vocabulary,نهج,기본형,ن-ه-ج,1,فَعَلَ,,,,,B1
12125,4,vocabulary,نهض,기본형,ن-ه-ض,1,فَعَلَ,,,,,B1
12126,4,vocabulary,نهى,기본형,ن-ه-ى,1,فَعَلَ,,,,,B1
12127,4,vocabulary,نوم,기본형,ن-و-م,1,فَعَلَ,,,,,B1
12128,4,vocabulary,هءل,기본형,ه-ء-ل,1,فَعَلَ,,,,,B1
12129,4,vocabulary,هبط,기본형,ه-ب-ط,1,فَعَلَ,,,,,B1
12130,4,vocabulary,هبن,기본형,ه-ب-ن,1,فَعَلَ,,,,,B1
12131,4,vocabulary,هتف,기본형,ه-ت-ف,1,فَعَلَ,,,,,B1
12132,4,vocabulary,هتم,기본형,ه-ت-م,1,فَعَلَ,,,,,B1
12133,4,vocabulary,هجت,기본형,ه-ج-ت,1,فَعَلَ,,,,,B1
12134,4,vocabulary,هدء,기본형,ه-د-ء,1,فَعَلَ,,,,,B1
12135,4,vocabulary,هذن,기본형,ه-ذ-ن,1,فَعَلَ,,,,,B1
12136,4,vocabulary,هرم,기본형,ه-ر-م,1,فَعَلَ,,,,,B1
12137,4,vocabulary,هضة,기본형,ه-ض-ة,1,فَعَلَ,,,,,B1
12138,4,vocabulary,همس,기본형,ه-م-س,1,فَعَلَ,,,,,B1
12139,4,vocabulary,همل,기본형,ه-م-ل,1,فَعَلَ,,,,,B1
12140,4,vocabulary,هنت,기본형,ه-ن-ت,1,فَعَلَ,,,,,B1
12141,4,vocabulary,هند,기본형,ه-ن-د,1,فَعَلَ,,,,,B1
12142,4,vocabulary,وجد,기본형,و-ج-د,1,فَعَلَ,,,,,B1
12143,4,vocabulary,وصل,기본형,و-ص-ل,1,فَعَلَ,,,,,B1
12144,4,vocabulary,وضح,기본형,و-ض-ح,1,فَعَلَ,,,,,B1
12145,4,vocabulary,وقع,기본형,و-ق-ع,1,فَعَلَ,,,,,B1
12146,4,vocabulary,وقف,기본형,و-ق-ف,1,فَعَلَ,,,,,B1
12147,4,vocabulary,ولد,기본형,و-ل-د,1,فَعَلَ,,,,,B1
12148,5,vocabulary,تَحَاثَتَ,,ح-ث-ت,6,تَفَاعَلَ,,,,,B1
12149,5,vocabulary,تَحَاجَرَ,,ح-ج-ر,6,تَفَاعَلَ,,,,,B1
12150,5,vocabulary,تَحَادَةَ,,ح-د-ة,6,تَفَاعَلَ,,,,,B1
12151,5,vocabulary,تَحَادَثَ,,ح-د-ث,6,تَفَاعَلَ,,,,,B1
12152,5,vocabulary,تَحَادَدَ,,ح-د-د,6,تَفَاعَلَ,,,,,B1
12153,5,vocabulary,تَحَارَبَ,,ح-ر-ب,6,تَفَاعَلَ,,,,,B1
12154,5,vocabulary,تَحَارَكَ,,ح-ر-ك,6,تَفَاعَلَ,,,,,B1
12155,5,vocabulary,تَحَازَنَ,,ح-ز-ن,6,تَفَاعَلَ,,,,,B1
12156,5,vocabulary,تَحَاسَبَ,,ح-س-ب,6,تَفَاعَلَ,,,,,B1
12157,5,vocabulary,تَحَاسَنَ,,ح-س-ن,6,تَفَاعَلَ,,,,,B1
12158,5,vocabulary,تَحَاصَةَ,,ح-ص-ة,6,تَفَاعَلَ,,,,,B1
12159,5,vocabulary,تَحَاصَلَ,,ح-ص-ل,6,تَفَاعَلَ,,,,,B1
12160,5,vocabulary,تَحَاضَرَ,,ح-ض-ر,6,تَفَاعَلَ,,,,,B1
12161,5,vocabulary,تَحَافَظَ,,ح-ف-ظ,6,تَفَاعَلَ,,,,,B1
12162,5,vocabulary,تَحَاقَءَ,,ح-ق-ء,6,تَفَاعَلَ,,,,,B1
12163,5,vocabulary,تَحَاقَبَ,,ح-ق-ب,6,تَفَاعَلَ,,,,,B1
12164,5,vocabulary,تَحَاقَقَ,,ح-ق-ق,6,تَفَاعَلَ,,,,,B1
12165,5,vocabulary,تَحَاكَمَ,,ح-ك-م,6,تَفَاعَلَ,,,,,B1
12166,5,vocabulary,تَحَالَتَ,,ح-ل-ت,6,تَفَاعَلَ,,,,,B1
12167,5,vocabulary,تَحَامَرَ,,ح-م-ر,6,تَفَاعَلَ,,,,,B1
12168,5,vocabulary,تَحَبَّبَ,,ح-ب-ب,5,تَفَعَّلَ,,,,,B1
12169,5,vocabulary,تَحَتَّجَ,,ح-ت-ج,5,تَفَعَّلَ,,,,,B1
12170,5,vocabulary,تَحَتَّرَ,,ح-ت-ر,5,تَفَعَّلَ,,,,,B1
12171,5,vocabulary,تَحَثَّتَ,,ح-ث-ت,5,تَفَعَّلَ,,,,,B1
12172,5,vocabulary,تَحَجَّرَ,,ح-ج-ر,5,تَفَعَّلَ,,,,,B1
12173,5,vocabulary,تَحَدَّةَ,,ح-د-ة,5,تَفَعَّلَ,,,,,B1
12174,5,vocabulary,تَحَدَّثَ,,ح-د-ث,5,تَفَعَّلَ,,,,,B1
12175,5,vocabulary,تَحَدَّدَ,,ح-د-د,5,تَفَعَّلَ,,,,,B1
12176,5,vocabulary,تَحَرَّبَ,,ح-ر-ب,5,تَفَعَّلَ,,,,,B1
12177,5,vocabulary,تَحَرَّكَ,,ح-ر-ك,5,تَفَعَّلَ,,,,,B1
12178,5,vocabulary,تَحَزَّنَ,,ح-ز-ن,5,تَفَعَّلَ,,,,,B1
12179,5,vocabulary,تَحَسَّبَ,,ح-س-ب,5,تَفَعَّلَ,,,,,B1
12180,5,vocabulary,تَحَسَّنَ,,ح-س-ن,5,تَفَعَّلَ,,,,,B1
12181,5,vocabulary,تَحَصَّةَ,,ح-ص-ة,5,تَفَعَّلَ,,,,,B1
12182,5,vocabulary,تَحَصَّلَ,,ح-ص-ل,5,تَفَعَّلَ,,,,,B1
12183,5,vocabulary,تَحَضَّرَ,,ح-ض-ر,5,تَفَعَّلَ,,,,,B1
12184,5,vocabulary,تَحَفَّظَ,,ح-ف-ظ,5,تَفَعَّلَ,,,,,B1
12185,5,vocabulary,تَحَقَّءَ,,ح-ق-ء,5,تَفَعَّلَ,,,,,B1
12186,5,vocabulary,تَحَقَّبَ,,ح-ق-ب,5,تَفَعَّلَ,,,,,B1
12187,5,vocabulary,تَحَقَّقَ,,ح-ق-ق,5,تَفَعَّلَ,,,,,B1
12188,5,vocabulary,تَحَكَّمَ,,ح-ك-م,5,تَفَعَّلَ,,,,,B1
12189,5,vocabulary,تَحَلَّتَ,,ح-ل-ت,5,تَفَعَّلَ,,,,,B1
12190,5,vocabulary,تَحَمَّرَ,,ح-م-ر,5,تَفَعَّلَ,,,,,B1
12191,5,vocabulary,تَخَابَرَ,,خ-ب-ر,6,تَفَاعَلَ,,,,,B1
12192,5,vocabulary,تَخَاتَبَ,,خ-ت-ب,6,تَفَاعَلَ,,,,,B1
12193,5,vocabulary,تَخَاتَرَ,,خ-ت-ر,6,تَفَاعَلَ,,,,,B1
12194,5,vocabulary,تَخَاتَلَ,,خ-ت-ل,6,تَفَاعَلَ,,,,,B1
12195,5,vocabulary,تَخَادَمَ,,خ-د-م,6,تَفَاعَلَ,,,,,B1
12196,5,vocabulary,تَخَارَجَ,,خ-ر-ج,6,تَفَاعَلَ,,,,,B1
12197,5,vocabulary,تَخَاصَصَ,,خ-ص-ص,6,تَفَاعَلَ,,,,,B1
12198,5,vocabulary,تَخَاضَرَ,,خ-ض-ر,6,تَفَاعَلَ,,,,,B1
12199,5,vocabulary,تَخَاطَرَ,,خ-ط-ر,6,تَفَاعَلَ,,,,,B1
12200,5,vocabulary,تَخَافَضَ,,خ-ف-ض,6,تَفَاعَلَ,,,,,B1
12201,5,vocabulary,تَخَالَصَ,,خ-ل-ص,6,تَفَاعَلَ,,,,,B1
12202,5,vocabulary,تَخَالَفَ,,خ-ل-ف,6,تَفَاعَلَ,,,,,B1
12203,5,vocabulary,تَخَامَسَ,,خ-م-س,6,تَفَاعَلَ,,,,,B1
12204,5,vocabulary,تَخَبَّرَ,,خ-ب-ر,5,تَفَعَّلَ,,,,,B1
12205,5,vocabulary,تَخَتَّبَ,,خ-ت-ب,5,تَفَعَّلَ,,,,,B1
12206,5,vocabulary,تَخَتَّرَ,,خ-ت-ر,5,تَفَعَّلَ,,,,,B1
12207,5,vocabulary,تَخَتَّلَ,,خ-ت-ل,5,تَفَعَّلَ,,,,,B1
12208,5,vocabulary,تَخَدَّمَ,,خ-د-م,5,تَفَعَّلَ,,,,,B1
12209,5,vocabulary,تَخَرَّجَ,,خ-ر-ج,5,تَفَعَّلَ,,,,,B1
12210,5,vocabulary,تَخَصَّصَ,,خ-ص-ص,5,تَفَعَّلَ,,,,,B1
12211,5,vocabulary,تَخَضَّرَ,,خ-ض-ر,5,تَفَعَّلَ,,,,,B1
12212,5,vocabulary,تَخَطَّرَ,,خ-ط-ر,5,تَفَعَّلَ,,,,,B1
12213,5,vocabulary,تَخَفَّضَ,,خ-ف-ض,5,تَفَعَّلَ,,,,,B1
12214,5,vocabulary,تَخَلَّصَ,,خ-ل-ص,5,تَفَعَّلَ,,,,,B1
12215,5,vocabulary,تَخَلَّفَ,,خ-ل-ف,5,تَفَعَّلَ,,,,,B1
12216,5,vocabulary,تَدَخَّلَ,,د-خ-ل,5,تَفَعَّلَ,,,,,B1
12217,5,vocabulary,تَدَرَّبَ,,د-ر-ب,5,تَفَعَّلَ,,,,,B1
12218,5,vocabulary,تَدَرَّسَ,,د-ر-س,5,تَفَعَّلَ,,,,,B1
12219,5,vocabulary,تَذَكَّرَ,,ذ-ك-ر,5,تَفَعَّلَ,,,,,B1
12220,5,vocabulary,تَرَتَّفَ,,ر-ت-ف,5,تَفَعَّلَ,,,,,B1
12221,5,vocabulary,تَرَكَّبَ,,ر-ك-ب,5,تَفَعَّلَ,,,,,B1
12222,5,vocabulary,تَسَتَّذَ,,س-ت-ذ,5,تَفَعَّلَ,,,,,B1
12223,5,vocabulary,تَسَجَّلَ,,س-ج-ل,5,تَفَعَّلَ,,,,,B1
12224,5,vocabulary,تَسَفَّرَ,,س-ف-ر,5,تَفَعَّلَ,,,,,B1
12225,5,vocabulary,تَسَكَّنَ,,س-ك-ن,5,تَفَعَّلَ,,,,,B1
12226,5,vocabulary,تَسَلَّمَ,,س-ل-م,5,تَفَعَّلَ,,,,,B1
12227,5,vocabulary,تَسَهَّلَ,,س-ه-ل,5,تَفَعَّلَ,,,,,B1
12228,5,vocabulary,تَشَارَكَ,,ش-ر-ك,6,تَفَاعَلَ,,,,,B1
12229,5,vocabulary,تَشَرَّبَ,,ش-ر-ب,5,تَفَعَّلَ,,,,,B1
12230,5,vocabulary,تَشَقَّقَ,,ش-ق-ق,5,تَفَعَّلَ,,,,,B1
12231,5,vocabulary,تَشَهَّدَ,,ش-ه-د,5,تَفَعَّلَ,,,,,B1
12232,5,vocabulary,تَصَادَفَ,,ص-د-ف,6,تَفَاعَلَ,,,,,B1
12233,5,vocabulary,تَصَاعَدَ,,ص-ع-د,6,تَفَاعَلَ,,,,,B1
12234,5,vocabulary,تَصَالَحَ,,ص-ل-ح,6,تَفَاعَلَ,,,,,B1
12235,5,vocabulary,تَصَدَّقَ,,ص-د-ق,5,تَفَعَّلَ,,,,,B1
12236,5,vocabulary,تَصَرَّفَ,,ص-ر-ف,5,تَفَعَّلَ,,,,,B1
12237,5,vocabulary,تَصَعَّدَ,,ص-ع-د,5,تَفَعَّلَ,,,,,B1
12238,5,vocabulary,تَصَلَّحَ,,ص-ل-ح,5,تَفَعَّلَ,,,,,B1
12239,5,vocabulary,تَعَارَسَ,,ع-ر-س,6,تَفَاعَلَ,,,,,B1
12240,5,vocabulary,تَعَامَلَ,,ع-م-ل,6,تَفَاعَلَ,,,,,B1
12241,5,vocabulary,تَعَجَّبَ,,ع-ج-ب,5,تَفَعَّلَ,,,,,B1
12242,5,vocabulary,تَعَدَّدَ,,ع-د-د,5,تَفَعَّلَ,,,,,B1
12243,5,vocabulary,تَعَرَّفَ,,ع-ر-ف,5,تَفَعَّلَ,,,,,B1
